GDG,question_id,included_article_id,included_postfulltext,included_reference,same_study_diff_article,notes,author_1_extract,year_pub_extract,author_year_format,included_article_doi,included_article_pmid,oa_id,ss_id,title_if_unavailable,title,pmid_sent,doi_sent
1.0,"1.4.1, 1.4.2",50,27.0,"Özay, OE, Özay AC, Gün, I. Comparison of stromal thickness and doppler findings in polycystic ovary syndrome and healthy women with ultrasonographic evidence of polycystic ovaries? A cross-sectional study. J Obstet Gynaecol 2022;42: 2367-2372. DOI: 10.1080/01443615.2022.2054684",primary_citation,,Özay,2022,"Özay et al., 2022",10.1080/01443615.2022.2054684,,,,,Comparison of stromal thickness and doppler findings in polycystic ovary syndrome and healthy women with ultrasonographic evidence of polycystic ovaries? A cross-sectional study,pmid:35611830,10.1080/01443615.2022.2054684
1.0,"1.4.1, 1.4.2",51,27.0,"Villa P, Rossodivita A, Sagnella F, Moruzzi MC, Mariano N, Lassandro AP, Pontecorvi A, Scambia G, Lanzone A. Ovarian volume and gluco-insulinaemic markers in the diagnosis of PCOS during adolescence. Clin Endocrinol 2013;78:285-290. DOI: 10.1111/j.1365-2265.2012.04475.x",primary_citation,,Villa P,2013,"Villa P et al., 2013",10.1111/j.1365-2265.2012.04475.x,,,,,Ovarian volume and gluco‐insulinaemic markers in the diagnosis of <scp>PCOS</scp> during adolescence,pmid:22724514,10.1111/j.1365-2265.2012.04475.x
1.0,"1.4.1, 1.4.2",52,27.0,"Villaroel C, López P, Merino PM, Iñiguez G, Sir-Petermann T, Codner E. Hirsutism and oligomenorrhea are appropriate screening criteria for polycystic ovary syndrome in adolescents. Gynecol Endocinol 2015;31:625-629. DOI: 10.3109/09513590.2015.1025380",primary_citation,,Villaroel C,2015,"Villaroel C et al., 2015",10.3109/09513590.2015.1025380,,,,,Hirsutism and oligomenorrhea are appropriate screening criteria for polycystic ovary syndrome in adolescents,pmid:26190534,10.3109/09513590.2015.1025380
1.0,"1.4.1, 1.4.2",53,27.0,"Wongwananuruk T, Panichyawat N, Indhavivadhana S, Rattanachaiyanont M, Angsuwathana S, Techatraisak K, Pratumvinit B, Sa-nga-areekul N. Accuracy of anti-Müllerian hormone and total follicles count to diagnose polycystic ovary syndrome in reproductive women. Taiwan J Obstet Gynecol 2018;57:499–506. DOI: 10.1016/j.tjog.2018.06.004",primary_citation,,Wongwananuruk T,2018,"Wongwananuruk T et al., 2018",10.1016/j.tjog.2018.06.004,,,,,Accuracy of anti-Müllerian hormone and total follicles count to diagnose polycystic ovary syndrome in reproductive women,pmid:30122568,10.1016/j.tjog.2018.06.004
1.0,"1.5.1, 1.5.2",54,53.0,"Agrawal, N.; Sharma, R. Correlation of anti-müllerian hormone with clinical, hormonal and ultrasonographic parameters in pcos and normo-ovulatory women: An experience of single tertiary care center. Ital J Gynaecol Obstet 2018;30(4):37-43.",primary_citation,,Agrawal,2018,"Agrawal et al., 2018",10.9790/0853-1602085156,,,52258305.0,,"Correlation of Anti-Mullerian Hormone with clinical, hormonal and ultrasonographic parameters in PCOS and normo-ovulatory women",,10.9790/0853-1602085156
1.0,"1.5.1, 1.5.2",55,53.0,"Ahmed N, Batarfi AA, Bajouh OS, Bakhashab S. Serum Anti-Müllerian Hormone in the Diagnosis of Polycystic Ovary Syndrome in Association with Clinical Symptoms. Diagnostics (Basel). 2019 Oct 1;9(4):136. doi: 10.3390/diagnostics9040136. PMID: 31581541; PMCID: PMC6963945.",primary_citation,,Ahmed N,2019,"Ahmed N et al., 2019",10.3390/diagnostics9040136,31581541.0,,,,Serum Anti-Müllerian Hormone in the Diagnosis of Polycystic Ovary Syndrome in Association with Clinical Symptoms,pmid:31581541,
1.0,"1.5.1, 1.5.2",56,53.0,"Al-Jefout M, Alnawaiseh C, Saleh M, Warwar K. Anti-Müllerianhormone (AMH) new cutoff as a possible tool for thediagnosis of polycystic ovary syndrome (PCOS). J Biomed Sci Res. 2021;3(2):139. Doi: 10.36266/JBSR/139.",primary_citation,,Al-Jefout M,2021,"Al-Jefout M et al., 2021",,,,,,,,
1.0,"1.5.1, 1.5.2",57,53.0,"Al-Naffakh AS, Risan FA. Assessment of anti-Mullerian hormone and anti ovarian antibody in the sera of patients with polycystic ovarian syndrome in AL-Najaf Al-Ashraf Province. Medico-Legal Update 2020;20(1):600–8. Doi: 10.37506/v20/i1/2020/mlu/194384.",primary_citation,,Al-Naffakh AS,2020,"Al-Naffakh AS et al., 2020",10.37506/v20/i1/2020/mlu/194384,,,,,Assessment of Anti-Mullerian Hormone and Anti Ovarian Antibody in the Sera of Patients with Polycystic Ovarian Syndrome in AL-Najaf Al-Ashraf Province,,10.37506/v20/i1/2020/mlu/194384
1.0,"1.5.1, 1.5.2",58,53.0,"Aydoğmuş H, Kelekçi S, Elmalı F, Aydoğmuş S. Can we use serum Anti-Mullerian hormone to differentiate the diagnosis between polycystic ovary syndrome patients and healthy women with polycystic ovarian morphology and regular menstrual cycles. Saudi Med J. 2018 Oct;39(10):1011-1016. doi: 10.15537/smj.2018.10.23413. PMID: 30284584; PMCID: PMC6201027.",primary_citation,,Aydoğmuş H,2018,"Aydoğmuş H et al., 2018",10.15537/smj.2018.10.23413,30284584.0,,,,Can we use serum Anti-Mullerian hormone to differentiate the diagnosis between polycystic ovary syndrome patients and healthy women with polycystic ovarian morphology and regular menstrual cycles,pmid:30284584,
1.0,"1.5.1, 1.5.2",59,53.0,"Bakeer E, Radwan R, El Mandoury A, El Rahman AA, Gad M, El Maksoud SA. Anti-Müllerian Hormone as a Diagnostic Marker in Egyptian Infertile Polycystic Ovary Syndrome Females: Correlations with Vitamin D, Total Testosterone, Dyslipidemia and Anthropometric Parameters. J Med Biochem. 2018 Dec 1;37(4):448-455. doi: 10.1515/jomb-2017-0068. PMID: 30584404; PMCID: PMC6298483.",primary_citation,,Bakeer E,2018,"Bakeer E et al., 2018",10.1515/jomb-2017-0068,30584404.0,,,,"Anti-Müllerian Hormone as a Diagnostic Marker in Egyptian Infertile Polycystic Ovary Syndrome Females: Correlations with Vitamin D, Total Testosterone, Dyslipidemia and Anthropometric Parameters",pmid:30584404,
1.0,"1.5.1, 1.5.2",60,53.0,"Bansal P, Sardana K, Arora P, Khurana A, Garga UC, Sharma L. A prospective study of anti-mullerian hormone and other ovarian and adrenal hormones in adult female acne. Dermatol Ther. 2020 Nov;33(6):e13974. doi: 10.1111/dth.13974. Epub 2020 Jul 27. PMID: 33185003.",primary_citation,,Bansal P,2020,"Bansal P et al., 2020",10.1111/dth.13974,33185003.0,,,,A prospective study of anti‐mullerian hormone and other ovarian and adrenal hormones in adult female acne,pmid:33185003,
1.0,"1.5.1, 1.5.2",61,53.0,"Bell RJ, Islam RM, Skiba MA, Herbert D, Martinez Garcia A, Davis SR. Substituting serum anti-Müllerian hormone for polycystic ovary morphology increases the number of women diagnosed with polycystic ovary syndrome: a community-based cross-sectional study. Hum Reprod. 2021 Dec 27;37(1):109-118. doi: 10.1093/humrep/deab232. PMID: 34741176.",primary_citation,,Bell RJ,2021,"Bell RJ et al., 2021",10.1093/humrep/deab232,34741176.0,,,,Substituting serum anti-Müllerian hormone for polycystic ovary morphology increases the number of women diagnosed with polycystic ovary syndrome: a community-based cross-sectional study,pmid:34741176,
1.0,"1.5.1, 1.5.2",62,53.0,"Bozdag G, Mumusoglu S, Coskun ZY, Yarali H, Yildiz BO. Anti-Müllerian hormone as a diagnostic tool for PCOS under different diagnostic criteria in an unselected population. Reprod Biomed Online. 2019 Sep;39(3):522-529. doi: 10.1016/j.rbmo.2019.04.002. Epub 2019 Apr 10. PMID: 31182353.",primary_citation,,Bozdag G,2019,"Bozdag G et al., 2019",10.1016/j.rbmo.2019.04.002,31182353.0,,,,Anti-Müllerian hormone as a diagnostic tool for PCOS under different diagnostic criteria in an unselected population,pmid:31182353,
1.0,"1.5.1, 1.5.2",63,53.0,"Calzada M, López N, Noguera JA, Mendiola J, Hernández AI, Corbalán S, Sanchez M, Torres AM. AMH in combination with SHBG for the diagnosis of polycystic ovary syndrome. J Obstet Gynaecol. 2019 Nov;39(8):1130-1136. doi: 10.1080/01443615.2019.1587604. Epub 2019 Jun 17. PMID: 31208261.",primary_citation,,Calzada M,2019,"Calzada M et al., 2019",10.1080/01443615.2019.1587604,31208261.0,,,,AMH in combination with SHBG for the diagnosis of polycystic ovary syndrome,pmid:31208261,
1.0,"1.5.1, 1.5.2",64,53.0,"Casadei L, Fanisio F, Sorge RP, Collamarini M, Piccolo E, Piccione E. The diagnosis of PCOS in young infertile women according to different diagnostic criteria: the role of serum anti-Müllerian hormone. Arch Gynecol Obstet. 2018 Jul;298(1):207-215. doi: 10.1007/s00404-018-4803-8. Epub 2018 May 25. PMID: 29802450.",primary_citation,,Casadei L,2018,"Casadei L et al., 2018",10.1007/s00404-018-4803-8,29802450.0,,,,The diagnosis of PCOS in young infertile women according to different diagnostic criteria: the role of serum anti-Müllerian hormone,pmid:29802450,
1.0,"1.5.1, 1.5.2",65,53.0,"Cengiz H, Ekin M, Dagdeviren H, Yildiz Ş, Kaya C, Kanawati A. Comparison of serum anti-Müllerian hormone levels in normal weight and overweight-obese adolescent patients with polycystic ovary syndrome. Eur J Obstet Gynecol Reprod Biol. 2014 Sep;180:46-50. doi: 10.1016/j.ejogrb.2014.06.018. Epub 2014 Jun 28. PMID: 25036408.",primary_citation,,Cengiz H,2014,"Cengiz H et al., 2014",10.1016/j.ejogrb.2014.06.018,25036408.0,,,,Comparison of serum anti-Müllerian hormone levels in normal weight and overweight–obese adolescent patients with polycystic ovary syndrome,pmid:25036408,
1.0,"1.5.1, 1.5.2",66,53.0,"Deveer M, Deveer R, Basaran O, Turkcu UO, Akbaba E, Cullu N, Turhan N, Kucuk M, Kasap B. Serum Copeptin, Pentraxin 3, Anti-Mullerian Hormone Levels With Echocardiography and Carotid Artery Intima-Media Thickness in Adolescents With Polycystic Ovary Syndrome. J Clin Med Res. 2015 Dec;7(12):989-94. doi: 10.14740/jocmr2375w. Epub 2015 Oct 23. PMID: 26566413; PMCID: PMC4625820.",primary_citation,,Deveer M,2015,"Deveer M et al., 2015",10.14740/jocmr2375w,26566413.0,,,,"Serum Copeptin, Pentraxin 3, Anti-Mullerian Hormone Levels With Echocardiography and Carotid Artery Intima-Media Thickness in Adolescents With Polycystic Ovary Syndrome",pmid:26566413,
1.0,"1.5.1, 1.5.2",67,53.0,"Dietz de Loos A, Hund M, Buck K, Meun C, Sillman J, Laven JSE. Antimüllerian hormone to determine polycystic ovarian morphology. Fertil Steril. 2021 Oct;116(4):1149-1157. doi: 10.1016/j.fertnstert.2021.05.094. PMID: 34579824.",primary_citation,,Dietz de Loos A,2021,"Dietz de Loos A et al., 2021",10.1016/j.fertnstert.2021.05.094,34579824.0,,,,Antimüllerian hormone to determine polycystic ovarian morphology,pmid:34579824,
1.0,"1.5.1, 1.5.2",68,53.0,"Evliyaoglu O, Imöhl M, Weiskirchen R, van Helden J. Age-specific reference values improve the diagnostic performance of AMH in polycystic ovary syndrome. Clin Chem Lab Med. 2020 Jul 28;58(8):1291-1301. doi: 10.1515/cclm-2019-1059. PMID: 32069226.",primary_citation,,Evliyaoglu O,2020,"Evliyaoglu O et al., 2020",10.1515/cclm-2019-1059,32069226.0,,,,Age-specific reference values improve the diagnostic performance of AMH in polycystic ovary syndrome,pmid:32069226,
1.0,"1.5.1, 1.5.2",69,53.0,"Farooq S, Baloch S, Awan S, Fakharunissa. Relationship of Anti-Mullerian Hormone in Polycystic Ovary Syndrome Patients with Different Subgroups. Pak J Med Health Sci 2022;16(5):612-615. No doi",primary_citation,,Farooq S,2022,"Farooq S et al., 2022",10.53350/pjmhs22165612,,,,,Relationship of Anti-Mullerian Hormone in Polycystic Ovary Syndrome Patients with Different Subgroups,,10.53350/pjmhs22165612
1.0,"1.5.1, 1.5.2",70,53.0,"Fu H, Lin Y, Deng X, Wu L. Correlation between anti-Mullerian hormone levels and antral follicle counts in polycystic ovary and metabolic syndromes. Syst Biol Reprod Med. 2021 Apr;67(2):112-120. doi: 10.1080/19396368.2020.1860155. Epub 2021 Jan 7. PMID: 33406916.",primary_citation,,Fu H,2021,"Fu H et al., 2021",10.1080/19396368.2020.1860155,33406916.0,,,,Correlation between anti-Mullerian hormone levels and antral follicle counts in polycystic ovary and metabolic syndromes,pmid:33406916,
1.0,"1.5.1, 1.5.2",71,53.0,"Gabr H, Marei ES, The Relation between Anti-Mullerian Hormone with Antral Follicle Count and Ovarian Volume in Polycystic Ovary Syndrome. Arab Journal of Nuclear Sciences and Applications 2019;52(2):84-93. ",primary_citation,,Gabr H,2019,"Gabr H et al., 2019",10.21608/ajnsa.2019.3711.1087,,,,,Relation between Anti-Müllerian Hormone with Antral Follicle Count and Ovarian Volume in Polycystic Ovary Syndrome,,10.21608/ajnsa.2019.3711.1087
1.0,"1.5.1, 1.5.2",72,53.0,"Indran IR, Huang Z, Khin LW, Chan JKY, Viardot-Foucault V, Yong EL. Simplified 4-item criteria for polycystic ovary syndrome: A bridge too far? Clin Endocrinol (Oxf). 2018 Aug;89(2):202-211. doi: 10.1111/cen.13755. Epub 2018 Jun 19. PMID: 29851127.",primary_citation,,Indran IR,2018,"Indran IR et al., 2018",10.1111/cen.13755,29851127.0,,,,Simplified 4‐item criteria for polycystic ovary syndrome: A bridge too far?,pmid:29851127,
1.0,"1.5.1, 1.5.2",73,53.0,"Jacob SL, Field HP, Calder N, Picton HM, Balen AH, Barth JH. Anti-Müllerian hormone reflects the severity of polycystic ovary syndrome. Clin Endocrinol (Oxf). 2017 Mar;86(3):395-400. doi: 10.1111/cen.13269. Epub 2016 Dec 1. PMID: 27805276.",primary_citation,,Jacob SL,2017,"Jacob SL et al., 2017",10.1111/cen.13269,27805276.0,,,,Anti-Müllerian hormone reflects the severity of polycystic ovary syndrome,pmid:27805276,
1.0,"1.5.1, 1.5.2",74,53.0,"Jamil AS, Alalaf SK, Al-Tawil NG, Al-Shawaf T. Comparison of clinical and hormonal characteristics among four phenotypes of polycystic ovary syndrome based on the Rotterdam criteria. Arch Gynecol Obstet. 2016 Feb;293(2):447-56. doi: 10.1007/s00404-015-3889-5. Epub 2015 Sep 25. PMID: 26408006.",primary_citation,,Jamil AS,2016,"Jamil AS et al., 2016",10.1007/s00404-015-3889-5,26408006.0,,,,Comparison of clinical and hormonal characteristics among four phenotypes of polycystic ovary syndrome based on the Rotterdam criteria,pmid:26408006,
1.0,"1.5.1, 1.5.2",75,53.0,"Kakkad V, Reddy NS, Nihlani H, Gundewar T. Age-related diagnostic threshold of anti-Müllerian hormone for polycystic ovarian syndrome. Int J Gynecol Obstet. 2021;153:443–448. https://doi.org/10.1002/ijgo.13515",primary_citation,,Kakkad V,2021,"Kakkad V et al., 2021",10.1002/ijgo.13515,,,,,Age‐related diagnostic threshold of anti‐Müllerian hormone for polycystic ovarian syndrome,pmid:33275771,10.1002/ijgo.13515
1.0,"1.5.1, 1.5.2",76,53.0,"Khashchenko E, Uvarova E, Vysokikh M, Ivanets T, Krechetova L, Tarasova N, Sukhanova I, Mamedova F, Borovikov P, Balashov I, Sukhikh G. The Relevant Hormonal Levels and Diagnostic Features of Polycystic Ovary Syndrome in Adolescents. J Clin Med. 2020 Jun 11;9(6):1831. doi: 10.3390/jcm9061831. PMID: 32545404; PMCID: PMC7355484.",primary_citation,,Khashchenko E,2020,"Khashchenko E et al., 2020",10.3390/jcm9061831,32545404.0,,,,The Relevant Hormonal Levels and Diagnostic Features of Polycystic Ovary Syndrome in Adolescents,pmid:32545404,
1.0,"1.5.1, 1.5.2",77,53.0,"Kim JY, Tfayli H, Michaliszyn SF, Lee S, Nasr A, Arslanian S. Anti-Müllerian Hormone in Obese Adolescent Girls With Polycystic Ovary Syndrome. J Adolesc Health. 2017 Mar;60(3):333-339. doi: 10.1016/j.jadohealth.2016.10.015. Epub 2016 Dec 18. PMID: 27998701; PMCID: PMC5326592.",primary_citation,,Kim JY,2017,"Kim JY et al., 2017",10.1016/j.jadohealth.2016.10.015,27998701.0,,,,Anti-Müllerian Hormone in Obese Adolescent Girls With Polycystic Ovary Syndrome,pmid:27998701,
1.0,"1.5.1, 1.5.2",78,53.0,"Kumari A, Tiwari HC, Srivastav R. Comparative Evaluation of Diagnostic Efficacy of Serum Anti-Müllerian Hormone and Ultrasound in Polycystic Ovarian Syndrome. J South Asian Feder Obs Gynae 2018; 10 (2):98-103",primary_citation,,Kumari A,2018,"Kumari A et al., 2018",10.5005/jp-journals-10006-1569,,,,,Comparative Evaluation of Diagnostic Efficacy of Serum Anti-Müllerian Hormone and Ultrasound in Polycystic Ovarian Syndrome,,10.5005/jp-journals-10006-1569
1.0,"1.5.1, 1.5.2",79,53.0,"Le MT, Le VNS, Le DD, Nguyen VQH, Chen C, Cao NT. Exploration of the role of anti-Mullerian hormone and LH/FSH ratio in diagnosis of polycystic ovary syndrome. Clin Endocrinol (Oxf). 2019 Apr;90(4):579-585. doi: 10.1111/cen.13934. Epub 2019 Feb 10. PMID: 30636332.",primary_citation,,Le MT,2019,"Le MT et al., 2019",10.1111/cen.13934,30636332.0,,,,Exploration of the role of anti‐Mullerian hormone and LH/FSH ratio in diagnosis of polycystic ovary syndrome,pmid:30636332,
1.0,"1.5.1, 1.5.2",80,53.0,"Li H, He YL, Li R, Wong C, Sy B, Lam CW, Lam K, Peng HM, Mu S, Schooling M, Yeung W, Ho PC, Ng E. Age-specific reference ranges of serum anti-müllerian hormone in healthy women and its application in diagnosis of polycystic ovary syndrome: a population study. BJOG. 2020 May;127(6):720-728. doi: 10.1111/1471-0528.16147. Epub 2020 Feb 25. PMID: 32009280.",primary_citation,,Li H,2020,"Li H et al., 2020",10.1111/1471-0528.16147,32009280.0,,,,Age‐specific reference ranges of serum anti‐müllerian hormone in healthy women and its application in diagnosis of polycystic ovary syndrome: a population study,pmid:32009280,
1.0,"1.5.1, 1.5.2",81,53.0,"Lie Fong S, Laven JSE, Duhamel A, Dewailly D. Polycystic ovarian morphology and the diagnosis of polycystic ovary syndrome: redefining threshold levels for follicle count and serum anti-Müllerian hormone using cluster analysis. Hum Reprod. 2017 Aug 1;32(8):1723-1731. doi: 10.1093/humrep/dex226. PMID: 28854584.",primary_citation,,Lie Fong S,2017,"Lie Fong S et al., 2017",10.1093/humrep/dex226,28854584.0,,,,Polycystic ovarian morphology and the diagnosis of polycystic ovary syndrome: redefining threshold levels for follicle count and serum anti-Müllerian hormone using cluster analysis,pmid:28854584,
1.0,"1.5.1, 1.5.2",82,53.0,"Lin YH, Chiu WC, Wu CH, Tzeng CR, Hsu CS, Hsu MI. Antimüllerian hormone and polycystic ovary syndrome. Fertil Steril. 2011 Jul;96(1):230-5. doi: 10.1016/j.fertnstert.2011.04.003. Epub 2011 May 5. PMID: 21549367.",primary_citation,,Lin YH,2011,"Lin YH et al., 2011",10.1016/j.fertnstert.2011.04.003,21549367.0,,,,Antimüllerian hormone and polycystic ovary syndrome,pmid:21549367,
1.0,"1.5.1, 1.5.2",83,53.0,"Mahajan N, Kaur J. Establishing an Anti-Müllerian Hormone Cutoff for Diagnosis of Polycystic Ovarian Syndrome in Women of Reproductive Age-Bearing Indian Ethnicity Using the Automated Anti-Müllerian Hormone Assay. J Hum Reprod Sci. 2019 Apr-Jun;12(2):104-113. doi: 10.4103/jhrs.JHRS_149_18. PMID: 31293324; PMCID: PMC6594116.",primary_citation,,Mahajan N,2019,"Mahajan N et al., 2019",10.4103/jhrs.jhrs_149_18,31293324.0,,,,Establishing an Anti-Müllerian hormone cutoff for diagnosis of polycystic ovarian syndrome in women of reproductive age-bearing Indian ethnicity using the automated Anti-Müllerian hormone assay,pmid:31293324,
